,category,barcode,brand,title,components,url,description,Рекомендации: для кожи головы и типа волос,Фото банки,тип волос,тип кожи,рекомендация,тип волос,тип кожи,фиксация
,Стайлинг,4601811018633,CLAN,"Пенка для укладки
вьющихся и кудрявых
волос TRUE VOLUME","Deionised water, VP/VA acrylates copolymer, Cocamidopropyl betaine, Coco-glucoside,Glycerin, Polyquaternium-39, Biosaccharide gum-1, Polysorbate-20, Benzyl alcohol,glyceryl laurate, Rice oil glycereth-8 esters, Panthenol, Glutamic acid, Proline, Arginine,Citric acid, Sodium gluconate, Fragrance, Caprylyl glycol, methylpropanediol,didecyldimonium chloride, polyquaternium-80",https://goldapple.ru/19000143345-true-volume,"Пенка TRUE VOLUME придает объем, помогает подчеркнуть естественный завиток кудрявых волос и избавить от пуха, обеспечивая фиксацию без утяжеления.
Кому подойдет:
идеально подходит для всех типов вьющихся волос: волнистых, кудрявых и суперкудрявых.
Как работает:
пенка обеспечивает среднюю фиксацию благодаря уникальной формуле,
разработанной с учетом потребностей вьющихся волос.
Средство не содержит сульфаты, силиконы, парабены и сущашие спирты.
Не тестируется на животных.",,https://pcdn.goldapple.ru/p/p/19000143345/web/696d674d61696e8dc83f21b4d9f7dfullhd.webp,,,,,,
,Бальзам,4601811017292,CLAN,"Кондиционер для
вьющихся и кудрявых
волос TRUE CARE","Deionized water, Cetearyl alcohol, dipalmitoylethyl hydroxyethylmonium methosulfate, ceteareth-20, Glycerin, Cetrimonium chloride, Ethylhexyl stearate, Hydrolyzed glycosaminoglycans, hydrolyzed rice protein, hyaluronic acid, Benzyl alcohol, glyceryl laurate, propylene glycol, aloe barbadensis  gel, Betula alba leaf extract, Chamomilla  recutita extract,  Panicum  miliaceum extract, Equisetum arvense extract, Salvia officinalis extract, Urtica dioica extract, Camelia sinensis extract, Arctium Iappa root extract, Lawsonia Inermis extract, Humulus lupulus extract, calcium pantothenate, niacin, biotin, Polyquternium-10, Sodium gluconate, Simmondsia chinensis (jojoba) seed oil, Butyrospermum parkii (shea) butter, Theobroma cacao (cocoa) seed butter, Gardenia tahitensis flower extract, cocos nucifera oil, Linium usitatissimum l.extract, Salvia  officinalis  extract,  Lavandula  angustifolia  oil,  Persea gratissima (avocado) oil, Hydrogenated coconut oil, Guar hydroxypropyltrimonium chloride, Cetyl hydroxyethylcellulose, Fragrance, Dichlorobenzyl alcohol, Rosmarinus officinalis leaf extract, vegetable oil",https://goldapple.ru/19000143346-true-care,"Кондиционер TRUE CARE создан на основе комплекса натуральных масел, который делает кудри мягкими и эластичными. Помогает быстро и легко распутать волосы благодаря мгновенному увлажнению всей структуры волоса.


Кому подойдет: идеален для всех типов вьющихся волос — волнистых, кудрявых и суперкудрявых.


Как работает: кондиционер TRUE CARE бережно распутывает кудрявые волосы, не травмируя их.
Глубоко увлажняет и избавляет от пуха благодаря натуральным маслам, входящим в состав: масло жожоба, масло ши, какао бобы, масло авокадо и кокоса.
Разглаживает кутикулу волоса, повышая его способность удерживать влагу. 


Средство не содержит сульфаты, силиконы, парабены и сущашие спирты.
Не тестируется на животных.",,https://pcdn.goldapple.ru/p/p/19000143346/web/696d674d61696e8dc83f21b4369eafullhd.webp,,,,,,
,Стайлинг,4601811019203,CLAN,Солевой спрей для укладки волос TRUE TEXTURE,"Deionised water, Magnesium sulphate, Pentylene glycol, Polysorbate-20, VP/VA
copolymer, Laminaria Ochroleuca Extract, Caprylyl Glycol, Methylpropanediol, Didecyldimonium Chloride,
Polyquaternium-80, 2,4-dichlorbenzyl alcohol, Fragrance",https://goldapple.ru/19000172339-true-texture,"Спрей TRUE TEXTURE уплотняет структуру волоса и придает объем
естественной укладке, не склеивая пряди. Он обладает легкой и подвижной
фиксацией, текстурирует и усиливает завиток. Помогает создать быстрые
прически с эффектом «пляжной небрежности». Водоросли ламинарии, входящие
в состав, восполняют недостаток влаги. Не тестируется на животных.",,https://pcdn.goldapple.ru/p/p/19000172339/web/696d674d61696e8dc83fd6d51fba9fullhd.webp,,,,,,
,Шампунь,4601811019364,CLAN,Бессульфатный шампунь для вьющихся волос TRUE CLEAN,"Deionised water, Potassium Laureth-4 Carboxylate, Lauryl
Hydroxysultaine, Coco-glucoside, Glycerine, Sodium Lauroyl Sarcosinate, Betaine, Rice oil
glycereth-8 esters, Glyceryl oleate, Polyquaternium-10, Sodium chloride, Citric Acid, Caprylyl
Glycol, Methylpropanediol, Didecyldimonium Chloride, Polyquaternium-80, Benzyl alcohol,
Glyceryl laurate, Fragrance, Sodium gluconate",https://goldapple.ru/19000172340-true-clean,"Бессульфатный шампунь TRUE CLEAN обеспечивает бережное и
эффективное очищение кожи головы и подходит для ежедневного использования.
Комбинация кондиционирующих добавок на основе бетаина и масла риса делает
кудри прочными и мягкими, а специально подобранный комплекс ПАВ не
пересушивает их. Не тестируется на животных.",,https://pcdn.goldapple.ru/p/p/19000172340/web/696d674d61696e8dc83fd6d65c291fullhd.webp,,,,,,
,Шампунь,4601811019166,CLAN,Пилинг для очищения кожи головы TRUE DEEP CLEAN,"Deionised water, Propylenglycol, lactic acid, glycolic acid, citric acid, ethoxydiglycol, tartaric acid, malic acid, maltobionic acid, Sambucus nigra fruit extract, Ribes nigrum fruit extract, Vaccinium myrtillus fruit extract, Vaccinium macrocarpon fruit extract, PPG-3 caprylyl ether, PEG-100 stearate, glyceryl stearate, Betaine, Ethylhexyl stearate, Cetearyl alcohol, Salicylic acid, C14-22 Alcohols, C12-20 Alkyl glucoside, PCA Glyceryl oleate, Phenoxyethanol, glyceryl laurate, Hydroxyethylcellulose, Menthol, Polyquaternium-10, Sodium gluconate, Fragrance, 2,4-Dichlorbenzyl alcohol",https://goldapple.ru/19000172338-true-deep-clean,"Пилинг TRUE DEEP CLEAN создан на основе сбалансированного комплекса фруктовых AHA-кислот и BHA-кислот, которые оказывают мягкое отшелушивающее действие на кожу головы и регулируют выработку кожного сала. Ментол улучшает питание волосяных луковиц, оставляет легкий холодок и создает ощущение покалывания на коже.
Комплекс кондиционирующих добавок облегчает распределение пилинга по коже, смягчает ее и не спутывает вьющиеся волосы. Не тестируется на животных.",,https://pcdn.goldapple.ru/p/p/19000172338/web/696d674d61696e8dc83fd6d44a952fullhd.webp,,,,,,
,Стайлинг,4627103845930,BeCurly,Гель Aqua Curl для кудрявых волос с легкой фиксацией 250мл,"Aqua, Xanthan Gum, Аloe Vera, Lactic Acid, Chondrus Crispus Extract, SC-CO2 Equisetum Arvense Extract, SC-CO2 Daucus Sativus Roch Extract, SC-CO2 Hippophae Rhamnoides Kernel Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Cosgard (Benzyl Alcohol, Dehydroacetic Acid, Aqua), Ylang-Ylang Comodo Essential Oil, Litsea Cubeba Essential Oil.",https://be-curly.ru/product/gel-aqua-curl,"Обеспечивает эластичную фиксацию вьющихся прядей за счет экстракта водорослей хондрус, известного ""растительного силикона"". CO2 экстракты облепихи, хвоща, розмарина и моркови способствуют улучшению структуры волоса.",,https://static.insales-cdn.com/images/products/1/2336/619841824/P1013185.png,,,,,,
,Стайлинг,4627103845954,BeCurly,Гель Aqua Curl для кудрявых волос с легкой фиксацией 500мл,"Aqua, Xanthan Gum, Аloe Vera, Lactic Acid, Chondrus Crispus Extract, SC-CO2 Equisetum Arvense Extract, SC-CO2 Daucus Sativus Roch Extract, SC-CO2 Hippophae Rhamnoides Kernel Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Cosgard (Benzyl Alcohol, Dehydroacetic Acid, Aqua), Ylang-Ylang Comodo Essential Oil, Litsea Cubeba Essential Oil.",https://be-curly.ru/product/gel-aqua-curl,"Обеспечивает эластичную фиксацию вьющихся прядей за счет экстракта водорослей хондрус, известного ""растительного силикона"". CO2 экстракты облепихи, хвоща, розмарина и моркови способствуют улучшению структуры волоса.",,https://static.insales-cdn.com/images/products/1/2308/619841796/P1013179.png,,,,,,
,Стайлинг,4627103846128,BeCurly,Гель Flexy curl для кудрявых волос со средней фиксацией 250мл,"Aqua, Hydrolyzed Wheat Protein, Pullulan, Hydrolyzed Corn Starch, Xanthan Gum, Vegetable Glycerin, Аloe Vera, SC-CO2 Equisetum Arvense Extract, SC-CO2 Daucus Sativus Roch Extract, SC-CO2 Hippophae Rhamnoides Kernel Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Sharomix 721 (Dehydroacetic Acid, Benzyl Alcohol, Aqua Citrus Aurantium Dulcis (Neroli) Essential Oil.",https://be-curly.ru/product/gel-flexy-curl,"Создает защитный каркас на локонах и обеспечивает фиксацию вьющихся прядей за счет растительного полимера из кукурузного крахмала. Протеины пшеницы и CO2 экстракты облепихи, хвоща, розмарина и моркови способствуют улучшению структуры волоса. За аромат в геле отвечает эфирное масло нероли - оно дает свежий, цветочный, слегка травяной запах. В бутылке гель пахнет сильно, на волосах может остаться лишь легкий намек на аромат.",,https://static.insales-cdn.com/images/products/1/2630/619842118/P1013187.png,,,,,,
,Стайлинг,4627103846135,BeCurly,Гель Flexy curl для кудрявых волос со средней фиксацией 500мл,"Aqua, Hydrolyzed Wheat Protein, Pullulan, Hydrolyzed Corn Starch, Xanthan Gum, Vegetable Glycerin, Аloe Vera, SC-CO2 Equisetum Arvense Extract, SC-CO2 Daucus Sativus Roch Extract, SC-CO2 Hippophae Rhamnoides Kernel Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Sharomix 721 (Dehydroacetic Acid, Benzyl Alcohol, Aqua Citrus Aurantium Dulcis (Neroli) Essential Oil.",https://be-curly.ru/product/gel-flexy-curl,"Создает защитный каркас на локонах и обеспечивает фиксацию вьющихся прядей за счет растительного полимера из кукурузного крахмала. Протеины пшеницы и CO2 экстракты облепихи, хвоща, розмарина и моркови способствуют улучшению структуры волоса. За аромат в геле отвечает эфирное масло нероли - оно дает свежий, цветочный, слегка травяной запах. В бутылке гель пахнет сильно, на волосах может остаться лишь легкий намек на аромат.",,https://static.insales-cdn.com/images/products/1/2597/619842085/P1013182.png,,,,,,
,Стайлинг,4627172320529,BeCurly,Крем для кудрявых волос со средней фиксацией Easy curl 250мл,"Aqua, Lactobacillus/Tomato Fruit Ferment Extract, Oryza Sativa(Rice) Extract, Yeast Amino Acid, Acyl Coenzyme Aturase,Behentrimonium Methosulfate, Cetearyl Alcohol,Chondrus Crispus Extract, Pullulan, Glycerin Vegetable, Polyglyceryl-4, Caprate,Polyglyceryl-3, Ricinoleate, Benzyl alcohol, Glyceryl Laurate,Shea Butter Ethyl Esters, Tocopherol, Sodium Carboxymethyl Starch, Pelargonium graveolens essential oil.",https://be-curly.ru/product/krem-so-sredney-fiksatsiey-easy-curl,"Крем для волос «Easy curl» мягко фиксирует завитки благодаря биоферменту томата, позволяя сохранить укладку дольше. Аминокислоты риса стабилизируют связи в волосе, увлажняют и усиливают завиток. Эфир рицинолевой кислоты защищает полотно волос и ухаживает за кутикулой. Крем обладает средним уровнем фиксации. За аромат средства отвечает эфирное масло герани.",,https://static.insales-cdn.com/images/products/1/6940/693771036/easy_curl_250.png,,,,,,
,Стайлинг,4627172320536,BeCurly,Крем для кудрявых волос со средней фиксацией Easy curl 500мл,"Aqua, Lactobacillus/Tomato Fruit Ferment Extract, Oryza Sativa(Rice) Extract, Yeast Amino Acid, Acyl Coenzyme Aturase,Behentrimonium Methosulfate, Cetearyl Alcohol,Chondrus Crispus Extract, Pullulan, Glycerin Vegetable, Polyglyceryl-4, Caprate,Polyglyceryl-3, Ricinoleate, Benzyl alcohol, Glyceryl Laurate,Shea Butter Ethyl Esters, Tocopherol, Sodium Carboxymethyl Starch, Pelargonium graveolens essential oil.",https://be-curly.ru/product/krem-so-sredney-fiksatsiey-easy-curl,"Крем для волос «Easy curl» мягко фиксирует завитки благодаря биоферменту томата, позволяя сохранить укладку дольше. Аминокислоты риса стабилизируют связи в волосе, увлажняют и усиливают завиток. Эфир рицинолевой кислоты защищает полотно волос и ухаживает за кутикулой. Крем обладает средним уровнем фиксации. За аромат средства отвечает эфирное масло герани.",,https://static.insales-cdn.com/images/products/1/6941/693771037/easy_curl_500.png,,,,,,
,Стайлинг,4627103847019,BeCurly,Пенка для кудрявых волос с легкой фиксацией Volume curl ,"Aqua, Sodium Cocoyl Hydrolyzed  Amaranth Protein, Polyglyceryl-4 Caprylate, Aqua, Sodium Lauroyl Glutamate, Decyl Glucoside, Diglycerin,  Pullulan,Aloe barbadensis leaf juice, Pisum Sativum  (Pea) Peptide , Dex-panthenol,Hydrolyzed Wheat Protein, Dehydroacetic Acid (DHA), Benzyl Alcohol, Water, Humulus Lupulus (Hops) Cone CO2 Extract, Citrus Aurantium Bergamia (Bergamot) Essential Oil.",https://be-curly.ru/product/penka-volume-curl,"Пенка Volume сurl придает локонам дополнительный объём за счет пептидов гороха, а протеины пшеницы подкручивают завитки и вместе с СО2 экстрактом хмеля ухаживают за структурой волоса. Пенка обладает легкой фиксацией и не утяжеляет завитки. ",,https://static.insales-cdn.com/images/products/1/3125/619842613/P1013216.png,,,,,,
,Стайлинг,4627103847026,BeCurly,Текстурирующий солевой спрей для кудрявых волос Sea curl ,"Aqua,Dead Sea Salt,Shea Butter Ethyl esters , Polyglyceryl-4 Caprylate, Aqua, Sodium Lauroyl Glutamate, Decyl Glucoside, Diglycerin,Glycerin,Dex-panthenol,Sodium Lactate,Dehydroacetic Acid (DHA), Benzyl Alcohol, Water,Xanthan gum.",https://be-curly.ru/product/sprey-sea-curl-1000-ml-2,"Спрей Sea сurl с солью Мертвого моря отлично подойдет волнистым волосам. Он придает локонам дополнительную жесткость, позволяя усилить завиток и сохранить укладку дольше. Производные масла Ши не дают локонам пересушиваться и сохраняют идеальный баланс для создания эффекта «пляжных локонов».",,https://static.insales-cdn.com/images/products/1/3262/619842750/P1013194.png,,,,,,
,Шампунь,4627103845985,BeCurly,Шампунь бессульфатный для сухой и чувствительной кожи головы Skin harmony для кудрявых волос 250мл,"Aqua, Coco Glucoside, Annona Cherimola Fruit Extract, Cocamidopropyl betaine, Vegetable Glycerin, Sodium Alginate, Xanthan Gum, Rosmarinus officinalis (Rosemary) Leaf Oil, Lavandula angustifolia (Lavender) Oil, Cosgard (Benzyl alcohol, Dehydroacetic acid, Aqua), SC-CO2 Urtica dioica Extract, SC-CO2 Lavandula Officinalis Flower Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Cedrus Atlantica Wood Oil, Pimenta Acris (Bay) Leaf Oil",https://be-curly.ru/product/shampun-skin-harmony,"Шампунь Skin Harmony бережно очищает кожу головы и волосы за счет фруктовых энзимов плодового дерева Черимойя и мягких ПАВ в составе. Натуральные эфирные масла розмарина и бей способствуют стимуляции роста волос, а лаванда и кедр обладают успокаивающими и обеззараживающими свойствами. CO2 экстракт крапивы укрепляет волосы и ухаживает за кожей головы.",,https://static.insales-cdn.com/images/products/1/811/770810667/Шампунь_250.png,,,,,,
,Шампунь,4627103846036,BeCurly,Шампунь бессульфатный для сухой и чувствительной кожи головы Skin harmony для кудрявых волос 500мл,"Aqua, Coco Glucoside, Annona Cherimola Fruit Extract, Cocamidopropyl betaine, Vegetable Glycerin, Sodium Alginate, Xanthan Gum, Rosmarinus officinalis (Rosemary) Leaf Oil, Lavandula angustifolia (Lavender) Oil, Cosgard (Benzyl alcohol, Dehydroacetic acid, Aqua), SC-CO2 Urtica dioica Extract, SC-CO2 Lavandula Officinalis Flower Extract, SC-CO2 Rosmarinus Officinalis (Rosemary) Leaf Extract, Cedrus Atlantica Wood Oil, Pimenta Acris (Bay) Leaf Oil",https://be-curly.ru/product/shampun-skin-harmony,"Шампунь Skin Harmony бережно очищает кожу головы и волосы за счет фруктовых энзимов плодового дерева Черимойя и мягких ПАВ в составе. Натуральные эфирные масла розмарина и бей способствуют стимуляции роста волос, а лаванда и кедр обладают успокаивающими и обеззараживающими свойствами. CO2 экстракт крапивы укрепляет волосы и ухаживает за кожей головы.",,https://static.insales-cdn.com/images/products/1/812/770810668/Шампунь_500.png,,,,,,
,Бальзам,4627103846029,BeCurly,Бальзам для увлажнения и распутывания кудрявых волос Pure hydration без силиконов,"Aqua, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Crambe Abyssinica Seed Oil, Behenyl Trimethyl Ammonium Methosulfate, Panthenol (Provitamin B5), Hydroxypropyltrimonium Honey, Tocopherol, Cananga Odorata Essential Oil, Rosewood Essential Oil, Citrus Aurantium Dulcis (Orange) Essential Oil, Lactic Acid, Sharomix 721 (Dehydroacetic Acid, Benzyl Alcohol, Aqua)",https://be-curly.ru/product/balzam-pure-hydration,"Масло авокадо придает кудряшкам силу и блеск, производные меда снимают статическое электричество и удерживают влагу внутри волоса. Благодаря своей насыщенной формуле и маслу крамбе, бальзам способствует быстрому распутыванию завитков.",,https://static.insales-cdn.com/images/products/1/2949/844073861/Бальзам.png,,,,,,
,Бальзам,4627103846098,BeCurly,Увлажняющая маска для кудрявых волос Curl Renaissance,"Aqua, Behenyl Trimethyl Ammonium Methosulfate, Mangifera Indica Seed Oil, Shea Butter Ethyl esters, Coco-Caprylate/Caprate, Hydroxypropyltrimonium Honey, Squalane, Hydrolyzed Wheat Protein,  Cetearyl Alcohol, Panthenyl Sesqui C10-40 Isoalkyl Acidate, Sharomix 721 (Dehydroacetic Acid, Benzyl Alcohol, Aqua), Tocopheryl Acetate, Daucus sativus СО2 Extract, Cymbopogon Martini (Palmarosa) Essential Oil, Dipterocarpus Turbinates Balsam Oil, Lactic Acid.",https://be-curly.ru/product/maska-curl-renaissance,"Помогает поврежденным и очень сухим локонам вернуть структуру, эластичность и блеск. Масло манго питает, производные масел ши и кокоса быстро распутывают пряди. СО2 экстракт моркови укрепляет, протеины пшеницы помогают структуре волоса восстановиться. Самый важный ингредиент -  18-метилэйкозановая кислота сохраняет и восстанавливает липидный барьер кутикулы волоса, который так легко повреждается в повседневной жизни. За ароматическую композицию в нем отвечают ценные эфирные масла: пальмароза, гурьюнский бальзам и мимоза.",,https://static.insales-cdn.com/images/products/1/3019/619842507/P1013227-1.png,,,,,,
,Бальзам,4627103846074,BeCurly,Несмываемый крем для кудрявых волос Soft curl,"Aqua, Behenyl Trimethyl Ammonium Methosulfate, Brassica Oleracea Italica (Broccoli) Seed Oil, Coco-Caprylate/Caprate, Hydroxypropyltrimonium Honey, Lactic Acid, Hydrolyzed Wheat Protein, Sharomix 721 (Dehydroacetic Acid, Benzyl Alcohol, Aqua),
Daucus Carota (Sativus) Seeds СО2 Extract, Hippophae Rhamnoides (Sea Buckthorn) Fruit Extract, Ylang-Ylang Comoro Essential Oil, Citrus Reticulata Blanco (Tangerine) Essential Oil.",https://be-curly.ru/product/krem-soft-curl,"Крем для волос Soft Curl быстро смягчает локоны благодаря маслу брокколи, а протеины пшеницы вместе с СО2 экстрактами моркови и облепихи способствуют улучшению структуры волоса и придают завиткам дополнительную силу.",,https://static.insales-cdn.com/images/products/1/2886/619842374/P1013188.png,,,,,,
,Шампунь,860002918914,VOCE ,HYDRATE Шампунь для волос увлажняющий 250мл,"WATER (AQUA), SODIUM COCOYL ISETHIONATE, GLYCERIN, COCAMIDOPROPYL BETAINE, GLYCOL DISTEARATE, ACRYLATES COPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, CAMELLIA SINENSIS (WHITE LEAF) LEAF EXTRACT, HIBISCUS SABDARIFFA (HIBISCUS) FLOWER EXTRACT, CEREUS GRANDIFLORUS (CACTUS) FLOWER EXTRACT, BERTHOLLETIA EXCELSA (BRAZIL NUT) SEED OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, POLYESTER-11, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM COCOAMPHOHYDROXYPROPYLSULFONATE, COCAMIDE MIPA, SODIUM CHLORIDE, SODIUM ISETHIONATE, POLYQUATERNIUM-7, POLYQUATERNIUM-10, TETRASODIUM GLUTAMATE DIACETATE, CITRIC ACID, ISOPROPANOLAMINE, SODIUM HYDROXIDE, SODIUM GLYCOLATE, SODIUM FORMATE, BUTYLENE GLYCOL, COCONUT ACID, AMINOMETHYL PROPANOL, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, FRAGRANCE (PARFUM), COUMARIN, LINALOOL, YELLOW 6 (CI 15985)",https://www.letu.ru/product/voce-shampun-dlya-volos-uvlazhnyayushchii/124200076,"Шампунь HYDRATE WASH Moisture Infused Shampoo от VoCê действует как мягкое очищающее средство, придавая волосам здоровый блеск. Благодаря натуральным увлажняющим компонентам, таким как масло ши и экстракт ванильного кактуса, этот продукт сделает ваши волосы мягкими, сильными и увлажненными. Для достижения наилучших результатов используйте ополаскиватель VoCê's Hydrate Rinse.
Не содержит агрессивного и раздражающего ингредиента лаурилсульфата натрия. Произведена без использования продуктов животного происхождения. Без парабенов. Без сульфатов. Не тестируется на животных.",,https://www.letu.ru/common/img/pim/2023/07/EX_e7faa32d-688c-4985-a8d4-e1736b943366.jpg,,,,,,
,Бальзам,860002918907,VOCE ,HYDRATE Кондиционер для волос увлажняющий 250мл,"WATER (AQUA), CETEARYL ALCOHOL, ISOPROPYL PALMITATE, BEHENTRIMONIUM METHOSULFATE, STEARAMIDOPROPYL DIMETHYLAMINE, HELIANTHUS ANNUUS (SUNFLOWER) SEED EXTRACT, CAMELLIA SINENSIS (WHITE TEA) LEAF EXTRACT, HIBISCUS SABDARIFFA FLOWER EXTRACT, CEREUS GRANDIFLORUS (CACTUS) FLOWER EXTRACT, BERTHOLLETIA EXCELSA (BRAZIL NUT) SEED OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, GLYCERIN, CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER, LAURETH-4, ETHYLHEXYL OLIVATE, DIHEPTYL SUCCINATE, CETRIMONIUM CHLORIDE, CITRIC ACID, POLYQUATERNIUM-37, PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE, PPG-1 TRIDECETH-6, SQUALANE, TRISODIUM HEDTA, ISOPROPYL ALCOHOL, BUTYLENE GLYCOL, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, SODIUM CHLORIDE, FRAGRANCE (PARFUM), COUMARIN, LINALOOL, YELLOW 6 (CI 15985)",https://www.letu.ru/product/voce-konditsioner-dlya-volos-uvlazhnyayushchii/124200080,"Наш увлажняющий кондиционер HYDRATE RINSE представляет собой комбинацию натуральных масел и веганских ингредиентов, которые вместе действуют как барьер для сухих волос, вызванных термической укладкой, химической обработкой или загрязнением окружающей среды. Увлажняющие и кондиционирующие ингредиенты, такие как масло ши, белый чай, ванильный кактус и другие, помогают восполнить влагу, потерянную во время ежедневного ритуала укладки, делая волосы мягкими, гладкими и блестящими без ощущения жирности.
Не содержит агрессивного и раздражающего ингредиента лаурилсульфата натрия. Произведена без использования продуктов животного происхождения. Без парабенов. Без сульфатов. Не тестируется на животных.",,https://www.letu.ru/common/img/pim/2023/07/EX_2e2890ad-e84e-4a94-9d7f-6bb7906c92bf.jpg,,,,,,
,Шампунь,850015936029,VOCE ,SMOOTHING Шампунь разглаживающий для вьющихся волос 250мл,"WATER (AQUA), SODIUM LAUROYL METHYL ISETHIONATE, GLYCERIN, SODIUM LAUROYL SARCOSINATE, COCAMIDOPROPYL, BETAINE, GLYCOL DISTEARATE, STEARIC ACID, BERTHOLLETIA EXCELSA (BRAZIL NUT) SEED OIL, CALOPHYLLUM INOPHYLLUM (TAMANU) SEED OIL, ALOE BARBADENSIS (ALOE VERA) LEAF JUICE, ALTHAEA, OFFICINALIS (MARSH MALLOW) ROOT EXTRACT, PASSIFLORA INCARNATA (PASSION FRUIT) FRUIT EXTRACT, THEOBROMA CACAO (COCOA) EXTRACT, MAURITIA FLEXUOSA (BURITI)FRUIT OIL, BETAINE, BRASSICAMIDOPROPYL, DIMETHYLAMINE, FRAGRANCE (PARFUM), GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SODIUM CHLORIDE, CITRIC ACID, PPG-3 BENZYL ETHER MYRISTATE, THEOBROMA CACAO SEED BUTTER, POLYQUATERNIUM-7, PANTHENOL, MALTODEXTRIN, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, FRAGRANCE (PARFUM), BENZYL SALICYLATE, HEXYL CINNAMAL, LINALOOL, ALPHA ISO METHYLIONONE, VIOLET 2 (CI 60730), GREEN 5 (CI 61570)",https://www.letu.ru/product/voce-shampun-razglazhivayushchii-dlya-vyushchihsya-volos/124200077,"Наша разглаживающая формула мягко очищает, не лишая влаги, успокаивая волосы и непослушные локоны, сохраняя их структуру. Достаточно мягкий для ежедневного использования, наш разглаживающий шампунь - идеальный помощник для всех ваших потребностей в укладке. После этого используйте SMOOTH RINSE для еще более мягких волос. В состав шампуня входит экстракт какао, который улавливает и нейтрализует свободные радикалы, вызывающие старение волос. Цветок мальвы смягчает волосы и повышает их эластичность. Масло бурити разглаживает и придает блеск.
Не содержит агрессивного и раздражающего ингредиента лаурилсульфата натрия. Произведена без использования продуктов животного происхождения. Без парабенов. Без сульфатов. Не тестируется на животных.",,https://www.letu.ru/common/img/pim/2023/07/EX_a2a9bbfa-b29a-4f2e-aa3f-fb42808fae58.jpg,,,,,,
,Бальзам,850015936043,VOCE ,"SMOOTHING Кондиционер
разглаживающий для
вьюшихся волос 250мл","WATER (AQUA), CETEARYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, GLYCERIN, OLEA EUROPAEA (OLIVE) FRUIT, OIL, PPG-3 BENZYL ETHER MYRISTATE, BRASSICAMIDOPROPYL DIMETHYLAMINE, CITRUS LIMON (LEMON) FRUIT EXTRACT, BERTHOLLETIA EXCELSA (BRAZIL NUT) SEED OIL, CALOPHYLLUM INOPHYLLUM (TAMANU), SEED OIL, MAURITIA FLEXUOSA (BURITI) FRUIT OIL, ALTHAEA OFFICINALIS (MARSH MALLOW) ROOT EXTRACT, PASSIFLORA INCARNATA (PASSION FRUIT) FRUIT EXTRACT, THEOBROMA CACAO (COCOA) EXTRACT, HYDROLYZED, VEGETABLE PROTEIN PG-PROPYL SILANETROIL, BUTYLENE GLYCOL, BETAINE, CETRIMONIUM METHOSULFATE, QUATERNIUM-91, CITRIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, PANTHENOL, POLYQUATERNIUM-37, PROPYLENE, GLYCOL DICAPRYLATE/DICAPRATE, PPG-1 TRIDECETH-6, DISODIUM EDTA, POTASSIUM SORBATE, SODIUM CHLORIDE, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, FRAGRANCE (PARFUM), BENZYL SALICYLATE, HEXYL CINNAMAL, LINALOOL, ALPHA ISO METHYLIONONE, VIOLET 2 (CI 60730), GREEN 5 (CI 61570)",https://www.letu.ru/product/voce-konditsioner-razglazhivayushchii-dlya-vyushchihsya-volos/124200081,"Вдохновленный естественным поведением волос SMOOTH RINSE - это насыщенный кондиционер для борьбы с непослушными волосами, придавая им естественный объем и блеск. Пока-пока! Цветок мальвы смягчает волосы и повышает их эластичность.
Масло бурити разглаживает и придает блеск.
Не содержит агрессивного и раздражающего ингредиента лаурилсульфата натрия. Произведена без использования продуктов животного происхождения. Без парабенов. Без сульфатов. Не тестируется на животных.",,https://www.letu.ru/common/img/pim/2023/07/EX_0ff44e8c-debf-4e8d-9c92-d2ec3b5be2d8.jpg,,,,,,
